run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
704,20453.68,104.54,-8.21,7
705,22396.33,123.96,-6.4,7
706,15887.94,58.88,-14.07,7
707,30699.53,207.0,-6.84,6
708,28364.15,183.64,-6.4,5
709,19349.56,93.5,-6.81,5
710,27997.45,179.97,-8.48,8
711,28037.23,180.37,-8.65,9
712,18258.71,82.59,-13.73,8
713,17543.41,75.43,-11.63,6
714,22466.83,124.67,-19.92,9
715,25028.03,150.28,-9.06,6
716,31724.48,217.24,-8.34,5
717,18594.93,85.95,-9.1,10
718,22722.77,127.23,-8.77,6
719,21463.92,114.64,-11.53,13
720,17900.51,79.01,-10.02,7
721,27898.45,178.98,-6.3,5
722,18275.22,82.75,-12.55,10
723,28549.42,185.49,-8.56,6
724,19000.4,90.0,-11.12,7
725,21647.52,116.48,-9.47,9
726,15088.95,50.89,-13.23,8
727,23007.97,130.08,-7.99,7
728,28285.2,182.85,-5.85,6
729,18575.86,85.76,-10.94,7
730,34140.24,241.4,-10.53,5
731,33001.17,230.01,-8.22,7
732,23738.06,137.38,-8.09,8
733,28054.74,180.55,-10.97,8
734,17076.93,70.77,-15.48,10
735,22184.29,121.84,-16.72,8
736,26742.69,167.43,-7.71,6
737,25672.87,156.73,-6.13,5
738,20932.26,109.32,-9.61,6
739,24673.27,146.73,-11.18,7
740,16722.0,67.22,-11.72,10
741,31035.02,210.35,-9.9,7
742,20037.64,100.38,-11.17,5
743,21980.97,119.81,-9.64,5
744,27279.63,172.8,-5.96,7
745,23644.88,136.45,-7.72,7
746,15902.22,59.02,-10.01,9
747,21229.27,112.29,-7.3,6
748,20804.0,108.04,-10.23,7
749,22371.93,123.72,-8.8,6
750,21893.65,118.94,-6.39,5
751,23140.13,131.4,-8.05,5
752,22006.46,120.06,-8.18,5
753,32501.56,225.02,-7.09,6
754,19815.18,98.15,-11.91,10
755,24252.18,142.52,-7.73,8
756,20528.24,105.28,-7.71,7
757,13224.27,32.24,-12.83,8
758,26880.65,168.81,-8.55,6
759,30259.01,202.59,-6.58,5
760,17104.53,71.05,-9.81,7
761,19862.18,98.62,-6.62,8
762,23749.03,137.49,-8.79,5
763,19027.51,90.28,-8.45,9
764,16334.22,63.34,-14.44,6
765,25957.98,159.58,-5.04,5
766,23128.38,131.28,-9.42,8
767,38907.34,289.07,-8.65,9
768,21322.8,113.23,-7.23,6
769,15116.38,51.16,-12.71,7
